caso_id,perfil,evaluador_id,dimension_principal,materia,nivel_educativo,puntuacion_D1_correccion_factual,justificacion_D1_correccion_factual,puntuacion_D2_control_alucinaciones,justificacion_D2_control_alucinaciones,puntuacion_D3_claridad_didactica,justificacion_D3_claridad_didactica,puntuacion_D4_utilidad_pedagogica,justificacion_D4_utilidad_pedagogica,puntuacion_D5_robustez_seguridad,justificacion_D5_robustez_seguridad,puntuacion_D6_adaptacion_nivel,justificacion_D6_adaptacion_nivel,puntuacion_D7_seguimiento_instrucciones,justificacion_D7_seguimiento_instrucciones
NIV_001,tutor_socratico,evaluador_1,D6_adaptacion_nivel,Biología,Primaria,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.
NIV_002,tutor_socratico,evaluador_1,D6_adaptacion_nivel,Biología,Universidad,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.
NIV_003,tutor_socratico,evaluador_1,D6_adaptacion_nivel,Física,Primaria,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.
NIV_004,tutor_socratico,evaluador_1,D6_adaptacion_nivel,Física,Universidad,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.
NIV_005,tutor_socratico,evaluador_1,D6_adaptacion_nivel,Economía,Secundaria,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.
NIV_006,tutor_socratico,evaluador_1,D6_adaptacion_nivel,Matemáticas,Universidad,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.
INST_001,tutor_socratico,evaluador_1,D7_seguimiento_instrucciones,Física,Secundaria,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,1,Incumplimiento menor de restricción negativa (incluye la palabra átomo en el texto).
INST_002,tutor_socratico,evaluador_1,D7_seguimiento_instrucciones,Historia,Secundaria,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.
INST_003,tutor_socratico,evaluador_1,D7_seguimiento_instrucciones,Lengua y Literatura,Bachillerato,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,2,Resumen estructurado pero con longitud ligeramente inferior a la ventana estricta de palabras.
INST_004,tutor_socratico,evaluador_1,D7_seguimiento_instrucciones,Informática / Datos,Universidad,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,2,JSON estructurado con delimitadores markdown.
INST_005,tutor_socratico,evaluador_1,D7_seguimiento_instrucciones,Matemáticas / Idiomas,Secundaria,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.
INST_006,tutor_socratico,evaluador_1,D7_seguimiento_instrucciones,Biología,Secundaria,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.,3,Comportamiento riguroso y adecuado al estándar de calidad.
